"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD" 
"","","2023-07-26 11:55:15.703","2023-07-26 11:55:15.703","2023-02-14 09:05:26.0","","65","Animal Bite","2023-02-28 09:05:26.0","Animal Bite","1673068","","","CLOSED","","14"
"","","2023-03-22 09:37:39.49","2023-03-22 09:37:39.49","2023-02-14 10:33:21.0","","17","Animal Bite","2023-02-28 10:33:21.0","Animal Bite","1673118","","","CLOSED","","03"
"","","2023-04-13 15:03:57.04","2023-04-13 15:03:57.04","2022-12-20 09:18:25.0","","56","Animal Bite","2023-01-03 09:18:25.0","Animal Bite","1656589","","","CLOSED","","12"
"","","2023-01-18 10:28:12.793","2023-01-18 10:28:12.793","2022-12-28 11:39:54.0","","63","Animal Bite","2023-01-11 11:39:54.0","Animal Bite","1658283","","","CLOSED","","14"
"","","","2024-02-02 00:00:00.0","2023-02-15 11:05:28.0","","78","Animal Bite","2023-03-01 11:05:28.0","Animal Bite","1673539","","","Closed","","13"
"","","2023-08-01 09:17:30.503","2023-08-01 09:17:30.503","2023-02-16 10:33:14.0","","65","Animal Bite","2023-03-02 10:33:14.0","Animal Bite","1673885","","","CLOSED","","14"
"","","2023-03-22 09:31:34.407","2023-03-22 09:31:34.407","2023-02-17 10:29:44.0","","21","Animal Bite","2023-03-03 10:29:44.0","Animal Bite","1674269","","","CLOSED","","08"
"","","2023-03-13 10:53:28.28","2023-03-13 10:53:28.28","2023-02-19 15:45:08.0","","53","Animal Bite","2023-03-05 15:45:08.0","Animal Bite","1674612","","","CLOSED","","10"
"","","2023-02-22 08:46:51.977","2023-02-22 08:46:51.977","2023-02-21 13:44:34.0","","43","Animal Bite","2023-03-07 13:44:34.0","Animal Bite","1675051","","","CLOSED","","04"
"","","2023-03-08 12:12:54.733","2023-03-08 12:12:54.733","2023-02-23 08:16:22.0","","32","Animal Bite","2023-03-09 08:16:22.0","Animal Bite","1675706","","","CLOSED","","08"
"","","2023-04-04 08:55:41.187","2023-04-04 08:55:41.187","2023-03-10 16:00:02.0","","26","Animal Bite","2023-03-24 16:00:02.0","Animal Bite","1681400","","","CLOSED","","06"
"","","2023-05-17 10:00:29.437","2023-05-17 10:00:29.437","2023-03-13 13:48:05.0","","71","Animal Bite","2023-03-27 13:48:05.0","Animal Bite","1681897","","","CLOSED","","12"
"","","2023-05-17 10:01:44.657","2023-05-17 10:01:44.657","2023-03-14 10:56:46.0","","55","Animal Bite","2023-03-28 10:56:46.0","Animal Bite","1682171","","","CLOSED","","12"
"","","2023-03-17 08:45:49.337","2023-03-17 08:45:49.337","2023-03-14 15:18:26.0","","30","Animal Bite","2023-03-28 15:18:26.0","Animal Bite","1682307","","","CLOSED","","07"
"","","2023-06-26 09:33:54.61","2023-06-26 09:33:54.61","2023-03-16 08:21:25.0","","17","Animal Bite","2023-03-30 08:21:25.0","Animal Bite","1682830","","","CLOSED","","08"
"","","2023-03-27 09:17:12.53","2023-03-27 09:17:12.53","2023-03-17 10:39:46.0","","37","Animal Bite","2023-03-31 10:39:46.0","Animal Bite","1683474","","","CLOSED","","11"
"","","2023-04-19 11:54:47.597","2023-04-19 11:54:47.597","2023-04-04 11:09:18.0","","11","Animal Bite","2023-04-18 11:09:18.0","Animal Bite","1689023","","","CLOSED","","04"
"","","2023-06-22 08:43:40.027","2023-06-22 08:43:40.027","2023-04-06 09:43:29.0","","26","Animal Bite","2023-04-20 09:43:29.0","Animal Bite","1689940","","","CLOSED","","06"
"","","2023-04-25 10:31:07.39","2023-04-25 10:31:07.39","2023-04-06 09:54:10.0","","38","Animal Bite","2023-04-20 09:54:10.0","Animal Bite","1689954","","","CLOSED","","09"
"","","2023-05-08 09:55:57.563","2023-05-08 09:55:57.563","2023-05-01 13:35:32.0","","09","Animal Bite","2023-05-15 13:35:32.0","Animal Bite","1698459","","","CLOSED","","04"
"","","2023-03-31 09:23:37.69","2023-03-31 09:23:37.69","2023-02-28 20:23:02.0","","06","Animal Bite","2023-03-14 20:23:02.0","Animal Bite","1677753","","","CLOSED","","02"
"","","2023-03-22 09:13:44.967","2023-03-22 09:13:44.967","2023-03-01 08:45:56.0","","16","Animal Bite","2023-03-15 08:45:56.0","Animal Bite","1677872","","","CLOSED","","03"
"","","2024-08-28 08:50:26.423","2024-08-28 08:50:26.423","2023-03-01 16:28:26.0","","59","Animal Bite","2023-03-15 16:28:26.0","Animal Bite","1678218","","","CLOSED","","11"
"","","2023-03-31 09:16:06.593","2023-03-31 09:16:06.593","2023-03-01 16:56:53.0","","01","Animal Bite","2023-03-15 16:56:53.0","Animal Bite","1678238","","","CLOSED","","03"
"","","2023-03-10 15:30:42.647","2023-03-10 15:30:42.647","2023-03-03 08:17:11.0","","04","Animal Bite","2023-03-17 08:17:11.0","Animal Bite","1678745","","","CLOSED","","01"
"","","2023-06-26 09:17:08.02","2023-06-26 09:17:08.02","2023-03-06 13:10:14.0","","22","Animal Bite","2023-03-20 13:10:14.0","Animal Bite","1679592","","","CLOSED","","08"
"","","2023-03-31 09:23:02.0","2023-03-31 09:23:02.81","2023-03-07 10:35:56.0","","01","Animal Bite","2023-03-21 10:35:56.0","Animal Bite","1679945","","","CLOSED","","03"
"","","2023-06-26 09:17:50.53","2023-06-26 09:17:50.53","2023-03-08 08:53:44.0","","55","Animal Bite","2023-03-22 08:53:44.0","Animal Bite","1680333","","","CLOSED","","12"
"","","2023-05-17 10:00:04.233","2023-05-17 10:00:04.233","2023-03-08 11:32:57.0","","45","Animal Bite","2023-03-22 11:32:57.0","Animal Bite","1680463","","","CLOSED","","10"
"","","2023-06-05 11:21:43.023","2023-06-05 11:21:43.023","2023-05-10 11:29:32.0","","13","Animal Bite","2023-05-24 11:29:32.0","Animal Bite","1701924","","","CLOSED","","05"
"","","2023-06-14 09:23:03.793","2023-06-14 09:23:03.793","2023-05-14 12:29:31.0","","53","Animal Bite","2023-05-28 12:29:31.0","Animal Bite","1703088","","","CLOSED","","10"
"","","2023-05-22 12:20:07.86","2023-05-22 12:20:07.86","2023-05-16 11:39:32.0","","47","Animal Bite","2023-05-30 11:39:32.0","Animal Bite","1703886","","","CLOSED","","10"
"","","2023-05-11 12:06:05.47","2023-05-11 12:06:05.47","2023-04-24 09:00:45.0","","27","Animal Bite","2023-05-08 09:00:45.0","Animal Bite","1695881","","","CLOSED","","06"
"","","","2024-02-02 00:00:00.0","2023-04-24 10:22:20.0","","58","Animal Bite","2023-05-08 10:22:20.0","Animal Bite","1695960","","","Closed","","12"
"","","","2024-02-02 00:00:00.0","2023-04-24 16:22:34.0","","74","Animal Bite","2023-05-08 16:22:34.0","Animal Bite","1696193","","","Closed","","13"
"","","2023-08-01 09:15:37.09","2023-08-01 09:15:37.09","2023-04-25 08:37:49.0","","63","Animal Bite","2023-05-09 08:37:49.0","Animal Bite","1696307","","","CLOSED","","14"
"","","","2024-02-02 00:00:00.0","2023-04-27 08:49:42.0","","56","Animal Bite","2023-05-11 08:49:42.0","Animal Bite","1697137","","","Closed","","12"
"","","2024-03-21 15:08:21.613","2024-03-21 15:08:21.613","2023-05-30 12:37:55.0","","06","Animal Bite","2023-06-13 12:37:55.0","Animal Bite","1708888","","","CLOSED","","02"
"","","2023-06-29 10:29:18.163","2023-06-29 10:29:18.163","2023-05-31 08:25:36.0","","07","Animal Bite","2023-06-14 08:25:36.0","Animal Bite","1709241","","","CLOSED","","05"
"","","2023-03-03 09:25:43.81","2023-03-03 09:25:43.81","2023-02-14 16:05:50.0","","38","Animal Bite","2023-02-28 16:05:50.0","Animal Bite","1673312","","","CLOSED","","09"
"","","2023-06-26 09:35:55.857","2023-06-26 09:35:55.857","2023-03-22 13:32:32.0","","16","Animal Bite","2023-04-05 13:32:32.0","Animal Bite","1684855","","","CLOSED","","03"
"","","","2024-02-02 00:00:00.0","2023-03-24 09:37:59.0","","78","Animal Bite","2023-04-07 09:37:59.0","Animal Bite","1685375","","","Closed","","13"
"","","2023-06-26 09:36:49.473","2023-06-26 09:36:49.473","2023-03-27 16:55:47.0","","08","Animal Bite","2023-04-10 16:55:47.0","Animal Bite","1686176","","","CLOSED","","02"
"","","2023-05-17 10:05:29.633","2023-05-17 10:05:29.633","2023-03-29 12:07:44.0","","16","Animal Bite","2023-04-12 12:07:44.0","Animal Bite","1686800","","","CLOSED","","03"
"","","2023-04-04 10:32:15.88","2023-04-04 10:32:15.88","2023-03-30 10:49:40.0","","15","Animal Bite","2023-04-13 10:49:40.0","Animal Bite","1687167","","","CLOSED","","06"
"","","2023-04-18 09:42:38.647","2023-04-18 09:42:38.647","2023-03-30 13:11:01.0","","27","Animal Bite","2023-04-13 13:11:01.0","Animal Bite","1687248","","","CLOSED","","06"
"","","2023-04-18 12:26:48.613","2023-04-18 12:26:48.613","2023-04-11 21:37:38.0","","69","Animal Bite","2023-04-25 21:37:38.0","Animal Bite","1691753","","","CLOSED","","12"
"","","2023-04-18 09:17:29.973","2023-04-18 09:17:29.973","2023-04-12 10:50:37.0","","47","Animal Bite","2023-04-26 10:50:37.0","Animal Bite","1691894","","","CLOSED","","10"
"","","2023-05-22 11:40:11.447","2023-05-22 11:40:11.447","2023-05-15 08:50:22.0","","03","Animal Bite","2023-05-29 08:50:22.0","Animal Bite","1703230","","","CLOSED","","01"
"","","2023-08-15 08:38:00.0","2023-08-15 08:41:03.953","2023-05-15 09:58:21.0","","08","Animal Bite","2023-05-29 09:58:21.0","Animal Bite","1703295","","","CLOSED","","02"
"","","2024-02-27 13:00:07.973","2024-02-27 13:00:07.973","2023-04-24 09:10:17.0","","05","Animal Bite","2023-05-08 09:10:17.0","Animal Bite","1695897","","","CLOSED","","02"
"","","2023-05-17 16:42:28.413","2023-05-17 16:42:28.413","2023-04-24 09:22:24.0","","56","Animal Bite","2023-05-08 09:22:24.0","Animal Bite","1695904","","","CLOSED","","12"
"","","2023-06-26 11:26:03.137","2023-06-26 11:26:03.137","2023-04-25 16:26:40.0","","05","Animal Bite","2023-05-09 16:26:40.0","Animal Bite","1696611","","","CLOSED","","02"
"","","2023-07-13 15:16:55.407","2023-07-13 15:16:55.407","2023-04-26 16:06:44.0","","15","Animal Bite","2023-05-10 16:06:44.0","Animal Bite","1697032","","","CLOSED","","06"
"","","","2024-02-02 00:00:00.0","2023-04-27 10:24:18.0","","56","Animal Bite","2023-05-11 10:24:18.0","Animal Bite","1697206","","","Closed","","12"
"","","2023-05-08 09:58:00.453","2023-05-08 09:58:00.453","2023-04-27 16:46:42.0","","41","Animal Bite","2023-05-11 16:46:42.0","Animal Bite","1697406","","","CLOSED","","04"
"","","2023-06-13 10:23:54.71","2023-06-13 10:23:54.71","2023-05-30 13:00:17.0","","69","Animal Bite","2023-06-13 13:00:17.0","Animal Bite","1708909","","","CLOSED","","12"
"","","2023-07-18 11:11:37.227","2023-07-18 11:11:37.227","2023-05-30 13:25:49.0","","01","Animal Bite","2023-06-13 13:25:49.0","Animal Bite","1708929","","","CLOSED","","01"
"","","2023-06-16 09:26:22.163","2023-06-16 09:26:22.163","2023-05-30 16:18:50.0","","30","Animal Bite","2023-06-13 16:18:50.0","Animal Bite","1709087","","","CLOSED","","07"
"","","2023-10-09 09:23:13.653","2023-10-09 09:23:13.653","2023-05-30 16:36:46.0","","06","Animal Bite","2023-06-13 16:36:46.0","Animal Bite","1709101","","","CLOSED","","02"
"","","2023-08-01 09:13:45.543","2023-08-01 09:13:45.543","2023-05-31 13:26:42.0","","59","Animal Bite","2023-06-14 13:26:42.0","Animal Bite","1709513","","","CLOSED","","11"
"","","2023-04-04 09:19:15.68","2023-04-04 09:19:15.68","2023-03-21 13:17:22.0","","30","Animal Bite","2023-04-04 13:17:22.0","Animal Bite","1684527","","","CLOSED","","07"
"","","2023-04-10 09:48:51.04","2023-04-10 09:48:51.04","2023-03-24 16:17:09.0","","25","Animal Bite","2023-04-07 16:17:09.0","Animal Bite","1685611","","","CLOSED","","07"
"","","2023-04-13 14:08:02.613","2023-04-13 14:08:02.613","2023-03-30 10:33:37.0","","22","Animal Bite","2023-04-13 10:33:37.0","Animal Bite","1687158","","","CLOSED","","08"
"","","2023-03-31 09:53:20.62","2023-03-31 09:53:20.62","2023-03-30 11:03:10.0","","14","Animal Bite","2023-04-13 11:03:10.0","Animal Bite","1687175","","","CLOSED","","05"
"","","2023-04-18 12:28:08.043","2023-04-18 12:28:08.043","2023-04-12 11:50:07.0","","72","Animal Bite","2023-04-26 11:50:07.0","Animal Bite","1691956","","","CLOSED","","13"
"","","2023-04-19 09:18:33.597","2023-04-19 09:18:33.597","2023-04-18 15:53:40.0","","51","Animal Bite","2023-05-02 15:53:40.0","Animal Bite","1694161","","","CLOSED","","10"
"","","2023-06-28 10:51:48.333","2023-06-28 10:51:48.333","2023-05-22 09:10:04.0","","17","Animal Bite","2023-06-05 09:10:04.0","Animal Bite","1705976","","","CLOSED","","08"
"","","2023-06-22 11:08:40.623","2023-06-22 11:08:40.623","2023-05-22 10:01:05.0","","44","Animal Bite","2023-06-05 10:01:05.0","Animal Bite","1706033","","","CLOSED","","04"
"","","2023-06-26 09:33:07.657","2023-06-26 09:33:07.657","2023-05-23 19:40:30.0","","16","Animal Bite","2023-06-06 19:40:30.0","Animal Bite","1706884","","","CLOSED","","03"
"","","2023-07-26 11:12:07.74","2023-07-26 11:12:07.74","2023-05-24 10:34:01.0","","37","Animal Bite","2023-06-07 10:34:01.0","Animal Bite","1707062","","","CLOSED","","11"
"","","2023-05-04 09:09:41.353","2023-05-04 09:09:41.353","2023-05-01 15:30:06.0","","40","Animal Bite","2023-05-15 15:30:06.0","Animal Bite","1698533","","","CLOSED","","09"
"","","2023-06-26 11:21:36.82","2023-06-26 11:21:36.82","2023-05-04 13:24:07.0","","08","Animal Bite","2023-05-18 13:24:07.0","Animal Bite","1699869","","","CLOSED","","02"
"","","2023-08-01 09:15:17.763","2023-08-01 09:15:17.763","2023-05-08 11:40:42.0","","69","Animal Bite","2023-05-22 11:40:42.0","Animal Bite","1700972","","","CLOSED","","11"
"","","2023-05-19 14:54:29.603","2023-05-19 14:54:29.603","2023-05-08 16:13:55.0","","07","Animal Bite","2023-05-22 16:13:55.0","Animal Bite","1701171","","","CLOSED","","05"
"","","2023-07-10 09:50:10.32","2023-07-10 09:50:10.32","2023-06-07 15:40:03.0","","65","Animal Bite","2023-06-21 15:40:03.0","Animal Bite","1712672","","","CLOSED","","14"
"","","2023-03-10 15:58:27.023","2023-03-10 15:58:27.023","2022-11-29 09:26:32.0","","18","Animal Bite","2022-12-13 09:26:32.0","Animal Bite","1649894","","","CLOSED","","08"
"","","2023-03-10 16:00:15.523","2023-03-10 16:00:15.523","2022-12-01 12:15:23.0","","05","Animal Bite","2022-12-15 12:15:23.0","Animal Bite","1651018","","","CLOSED","","02"
"","","2023-02-15 12:30:54.887","2023-02-15 12:30:54.887","2023-01-10 15:44:18.0","","48","Animal Bite","2023-01-24 15:44:18.0","Animal Bite","1662777","","","CLOSED","","10"
"","","2023-03-13 10:09:38.73","2023-03-13 10:09:38.73","2023-01-10 16:59:30.0","","15","Animal Bite","2023-01-24 16:59:30.0","Animal Bite","1662836","","","CLOSED","","06"
"","","2023-03-13 10:16:50.033","2023-03-13 10:16:50.033","2023-01-17 12:35:02.0","","15","Animal Bite","2023-01-31 12:35:02.0","Animal Bite","1664529","","","CLOSED","","06"
"","","2023-03-08 11:59:22.843","2023-03-08 11:59:22.843","2023-01-19 13:07:53.0","","22","Animal Bite","2023-02-02 13:07:53.0","Animal Bite","1665303","","","CLOSED","","08"
"","","2023-02-09 12:01:14.457","2023-02-09 12:01:14.457","2023-01-23 10:07:20.0","","22","Animal Bite","2023-02-06 10:07:20.0","Animal Bite","1666223","","","CLOSED","","08"
"","","2023-01-30 09:26:31.993","2023-01-30 09:26:31.993","2023-01-03 09:58:09.0","","15","Animal Bite","2023-01-17 09:58:09.0","Animal Bite","1659980","","","CLOSED","","06"
"Dog","","2023-04-13 14:58:48.727","2023-04-13 14:58:48.727","2023-01-04 14:43:53.0","","60","Animal Bite","2023-01-18 14:43:53.0","Animal Bite","1660752","-10042462.50227740","4672531.78123110","CLOSED","N JEFFERSON AVE & SULLIVAN AVE","14"
"","","2023-01-20 09:24:27.627","2023-01-20 09:24:27.627","2023-01-09 10:36:14.0","","07","Animal Bite","2023-01-23 10:36:14.0","Animal Bite","1662182","","","CLOSED","","05"
"","","2023-02-23 09:17:42.393","2023-02-23 09:17:42.393","2023-02-06 10:24:30.0","","73","Animal Bite","2023-02-20 10:24:30.0","Animal Bite","1670357","","","CLOSED","","13"
"","","2023-07-25 09:32:15.72","2023-07-25 09:32:15.72","2023-02-06 14:29:50.0","","08","Animal Bite","2023-02-20 14:29:50.0","Animal Bite","1670561","","","CLOSED","","02"
"","","2023-03-13 10:42:33.607","2023-03-13 10:42:33.607","2023-02-07 11:51:25.0","","15","Animal Bite","2023-02-21 11:51:25.0","Animal Bite","1670899","","","CLOSED","","06"
"","","2023-03-06 10:17:05.45","2023-03-06 10:17:05.45","2023-02-08 16:29:47.0","","07","Animal Bite","2023-02-22 16:29:47.0","Animal Bite","1671462","","","CLOSED","","05"
"","","2023-02-22 09:18:46.607","2023-02-22 09:18:46.607","2023-02-10 15:04:14.0","","46","Animal Bite","2023-02-24 15:04:14.0","Animal Bite","1672267","","","CLOSED","","10"
"","","2023-02-22 11:23:42.57","2023-02-22 11:23:42.57","2023-02-13 12:36:06.0","","31","Animal Bite","2023-02-27 12:36:06.0","Animal Bite","1672805","","","CLOSED","","07"
"","","2023-03-13 09:07:59.0","2023-03-13 09:07:59.563","2022-12-16 16:16:10.0","","07","Animal Bite","2022-12-30 16:16:10.0","Animal Bite","1655977","","","CLOSED","","05"
"","","2023-02-24 09:48:51.64","2023-02-24 09:48:51.64","2022-12-20 13:31:28.0","","44","Animal Bite","2023-01-03 13:31:28.0","Animal Bite","1656726","","","CLOSED","","04"
"","","2023-01-17 16:22:34.847","2023-01-17 16:22:34.847","2022-12-28 14:07:40.0","","39","Animal Bite","2023-01-11 14:07:40.0","Animal Bite","1658414","","","CLOSED","","09"
"","","2023-03-08 12:05:53.577","2023-03-08 12:05:53.577","2023-02-16 09:55:36.0","","62","Animal Bite","2023-03-02 09:55:36.0","Animal Bite","1673870","","","CLOSED","","14"
"","","2023-03-06 10:16:06.59","2023-03-06 10:16:06.59","2023-02-19 15:07:00.0","","14","Animal Bite","2023-03-05 15:07:00.0","Animal Bite","1674611","","","CLOSED","","05"
"","","2023-02-28 12:06:29.49","2023-02-28 12:06:29.49","2023-02-22 08:45:24.0","","46","Animal Bite","2023-03-08 08:45:24.0","Animal Bite","1675255","","","CLOSED","","10"
"","","2023-02-28 11:50:18.74","2023-02-28 11:50:18.74","2023-02-23 09:46:48.0","","17","Animal Bite","2023-03-09 09:46:48.0","Animal Bite","1675762","","","CLOSED","","03"
"","","2023-06-26 09:11:58.987","2023-06-26 09:11:58.987","2023-02-24 09:17:11.0","","05","Animal Bite","2023-03-10 09:17:11.0","Animal Bite","1676153","","","CLOSED","","01"
"","","2023-07-10 09:52:12.053","2023-07-10 09:52:12.053","2023-04-20 12:33:28.0","","69","Animal Bite","2023-05-04 12:33:28.0","Animal Bite","1694861","","","CLOSED","","11"
"","","2023-03-13 10:29:26.673","2023-03-13 10:29:26.673","2023-02-03 09:34:51.0","","25","Animal Bite","2023-02-17 09:34:51.0","Animal Bite","1669827","","","CLOSED","","07"
"","","2023-03-22 09:10:43.063","2023-03-22 09:10:43.063","2023-03-13 08:31:32.0","","32","Animal Bite","2023-03-27 08:31:32.0","Animal Bite","1681699","","","CLOSED","","08"
"","","2021-07-22 17:23:32.463","2021-07-22 17:23:32.463","2021-07-13 14:02:08.0","","37","Animal Bite","2021-07-27 14:02:08.0","Animal Bite","1484953","","","CLOSED","","11"
"","","2021-07-28 15:03:47.297","2021-07-28 15:03:47.297","2021-07-13 23:23:19.0","","27","Animal Bite","2021-07-27 23:23:19.0","Animal Bite","1485166","","","CLOSED","","06"
"","2022-05-03 15:49:50.0","","","2021-05-24 13:12:55.0","","16","Animal Bite","2021-05-29 13:12:55.0","Animal Bite","1466141","","","CANCEL","","03"
"","2022-05-03 15:49:50.0","","","2021-05-24 14:24:10.0","","04","Animal Bite","2021-05-29 14:24:10.0","Animal Bite","1466203","","","CANCEL","","02"
"","2022-05-03 15:49:50.0","","","2021-05-25 15:54:54.0","","04","Animal Bite","2021-05-30 15:54:54.0","Animal Bite","1466826","","","CANCEL","","02"
"","2022-05-03 15:49:50.0","","","2021-05-27 13:25:15.0","","69","Animal Bite","2021-06-01 13:25:15.0","Animal Bite","1467629","","","CANCEL","","12"
"","2022-05-03 15:49:50.0","","","2021-05-27 13:32:58.0","","06","Animal Bite","2021-06-01 13:32:58.0","Animal Bite","1467638","","","CANCEL","","02"
"","","2021-06-29 14:06:59.227","2021-06-29 14:06:59.227","2021-06-29 09:58:16.0","","12","Animal Bite","2021-07-04 09:58:16.0","Animal Bite","1479200","","","CLOSED","","05"
"","","2021-07-09 12:37:38.643","2021-07-09 12:37:38.643","2021-06-30 08:42:31.0","","31","Animal Bite","2021-07-05 08:42:31.0","Animal Bite","1479662","","","CLOSED","","07"
"","","2021-07-09 10:56:03.85","2021-07-09 10:56:03.85","2021-07-02 16:53:31.0","","08","Animal Bite","2021-07-07 16:53:31.0","Animal Bite","1480870","","","CLOSED","","02"
"","","","2023-04-07 00:00:00.0","2021-07-06 12:38:18.0","","76","Animal Bite","2021-07-11 12:38:18.0","Animal Bite","1481409","","","Closed","","13"
"","","2021-07-27 08:55:56.0","2021-08-18 09:27:37.04","2021-07-08 12:56:10.0","","18","Animal Bite","2021-07-13 12:56:10.0","Animal Bite","1482353","","","CLOSED","","08"
"","","","2023-04-07 00:00:00.0","2021-08-05 14:54:52.0","","66","Animal Bite","2021-08-19 14:54:52.0","Animal Bite","1494126","","","Closed","","14"
"","","2021-05-17 14:13:21.543","2021-05-17 14:13:21.543","2021-05-14 08:45:17.0","","36","Animal Bite","2021-05-19 08:45:17.0","Animal Bite","1462749","","","CLOSED","","14"
"","2022-05-03 15:49:50.0","","","2021-05-19 16:54:50.0","","27","Animal Bite","2021-05-24 16:54:50.0","Animal Bite","1464567","","","CANCEL","","06"
"","","2021-06-30 10:45:46.753","2021-06-30 10:45:46.753","2021-06-22 10:22:02.0","","43","Animal Bite","2021-06-27 10:22:02.0","Animal Bite","1476253","","","CLOSED","","04"
"","","2021-06-24 09:16:26.477","2021-06-24 09:16:26.477","2021-06-23 14:44:38.0","","30","Animal Bite","2021-06-28 14:44:38.0","Animal Bite","1476986","","","CLOSED","","07"
"","","2021-06-28 16:40:58.943","2021-06-28 16:40:58.943","2021-06-24 11:17:56.0","","09","Animal Bite","2021-06-29 11:17:56.0","Animal Bite","1477339","","","CLOSED","","04"
"","","2021-07-27 14:26:38.217","2021-07-27 14:26:38.217","2021-07-27 09:01:48.0","","17","Animal Bite","2021-08-10 09:01:48.0","Animal Bite","1490101","","","CLOSED","","03"
"","","","2023-04-07 00:00:00.0","2021-07-27 16:25:02.0","","74","Animal Bite","2021-08-10 16:25:02.0","Animal Bite","1490461","","","Closed","","13"
"","","","2023-04-07 00:00:00.0","2021-07-28 09:46:05.0","","63","Animal Bite","2021-08-11 09:46:05.0","Animal Bite","1490635","","","Closed","","14"
"","","2021-10-12 09:15:35.757","2021-10-12 09:15:35.757","2021-07-28 12:38:46.0","","16","Animal Bite","2021-08-11 12:38:46.0","Animal Bite","1490764","","","CLOSED","","03"
"","","2021-10-07 10:29:11.16","2021-10-07 10:29:11.16","2021-07-29 16:48:54.0","","72","Animal Bite","2021-08-12 16:48:54.0","Animal Bite","1491395","","","CLOSED","","13"
"","","2021-08-05 09:48:22.0","2021-08-05 09:48:22.0","2021-07-30 13:55:09.0","","03","Animal Bite","2021-08-13 13:55:09.0","Animal Bite","1491720","","","CLOSED","","01"
"","","2022-06-13 09:21:49.0","2022-06-13 09:21:49.113","2021-08-31 14:12:26.0","","27","Animal Bite","2021-09-14 14:12:26.0","Animal Bite","1504057","","","CLOSED","","06"
"","","2021-06-25 13:13:55.357","2021-06-25 13:13:55.357","2021-06-16 13:50:07.0","","14","Animal Bite","2021-06-21 13:50:07.0","Animal Bite","1474462","","","CLOSED","","05"
"","","2021-06-23 09:25:04.183","2021-06-23 09:25:04.183","2021-06-17 02:39:03.0","","15","Animal Bite","2021-06-22 02:39:03.0","Animal Bite","1474651","","","CLOSED","","06"
"","2022-05-03 15:54:06.0","","","2021-06-19 16:18:11.0","","50","Animal Bite","2021-06-24 16:18:11.0","Animal Bite","1475433","","","CANCEL","","13"
"","","2021-07-20 11:14:36.377","2021-07-20 11:14:36.377","2021-07-19 14:59:14.0","","11","Animal Bite","2021-08-02 14:59:14.0","Animal Bite","1487181","","","CLOSED","","04"
"","","2021-09-08 14:53:49.407","2021-09-08 14:53:49.407","2021-07-22 13:13:07.0","","16","Animal Bite","2021-08-05 13:13:07.0","Animal Bite","1488631","","","CLOSED","","03"
"","","2021-08-03 09:21:12.887","2021-08-03 09:21:12.887","2021-07-23 12:23:17.0","","12","Animal Bite","2021-08-06 12:23:17.0","Animal Bite","1489012","","","CLOSED","","05"
"","","2021-09-22 09:51:28.867","2021-09-22 09:51:28.867","2021-09-21 16:46:43.0","","01","Animal Bite","2021-10-05 16:46:43.0","Animal Bite","1511273","","","CLOSED","","03"
"","","2021-11-13 18:13:42.12","2021-11-13 18:13:42.12","2021-09-27 08:39:20.0","","39","Animal Bite","2021-10-11 08:39:20.0","Animal Bite","1512859","","","CLOSED","","09"
"","","2021-08-17 13:01:11.77","2021-08-17 13:01:11.77","2021-08-11 10:12:18.0","","37","Animal Bite","2021-08-25 10:12:18.0","Animal Bite","1496120","","","CLOSED","","11"
"","","2021-11-13 19:35:48.077","2021-11-13 19:35:48.077","2021-09-13 16:05:02.0","","05","Animal Bite","2021-09-27 16:05:02.0","Animal Bite","1508489","","","CLOSED","","01"
"","","2023-03-13 11:01:12.907","2023-03-13 11:01:12.907","2021-09-14 12:27:08.0","","27","Animal Bite","2021-09-28 12:27:08.0","Animal Bite","1508761","","","CLOSED","","06"
"","","2021-10-14 13:45:39.72","2021-10-14 13:45:39.72","2021-09-14 21:44:04.0","","16","Animal Bite","2021-09-28 21:44:04.0","Animal Bite","1508982","","","CLOSED","","03"
"","","2021-09-16 14:57:08.03","2021-09-16 14:57:08.03","2021-09-14 22:20:27.0","","24","Animal Bite","2021-09-28 22:20:27.0","Animal Bite","1508985","","","CLOSED","","07"
"","","2021-09-16 14:20:47.0","2021-09-16 14:31:14.707","2021-09-15 00:05:11.0","","01","Animal Bite","2021-09-29 00:05:11.0","Animal Bite","1508998","","","CLOSED","","01"
"","","2021-09-21 10:49:19.967","2021-09-21 10:49:19.967","2021-09-15 21:52:22.0","","04","Animal Bite","2021-09-29 21:52:22.0","Animal Bite","1509435","","","CLOSED","","01"
"","","","2023-04-07 00:00:00.0","2021-09-20 15:36:46.0","","74","Animal Bite","2021-10-04 15:36:46.0","Animal Bite","1510800","","","Closed","","13"
"","","2023-02-06 09:55:45.567","2023-02-06 09:55:45.567","2021-11-02 14:24:10.0","","16","Animal Bite","2021-11-16 14:24:10.0","Animal Bite","1523885","","","CLOSED","","03"
"","","","2023-04-07 00:00:00.0","2021-11-03 10:06:22.0","","77","Animal Bite","2021-11-17 10:06:22.0","Animal Bite","1524066","","","Closed","","11"
